residential_kw,dc_campus_1_kw,dc_campus_2_kw,dc_campus_3_kw
582.5017674000005,5000.0,8000.0,12000.0
582.5017674000005,5000.0,8000.0,12000.0
576.7058502000004,5000.0,8000.0,12000.0
571.7378916000005,5000.0,8000.0,12000.0
578.3618088000006,5000.0,8000.0,12000.0
579.6038088000006,5000.0,8000.0,12000.0
579.6038088000006,5000.0,8000.0,12000.0
583.7438088000006,5000.0,8000.0,12000.0
585.3997674000004,5000.0,8000.0,12000.0
575.4638502000006,5000.0,8000.0,12000.0
579.1898088000005,5000.0,8000.0,12000.0
574.2218502000005,5000.0,8000.0,12000.0
570.9098502000006,5000.0,8000.0,12000.0
588.2977260000005,5000.0,8000.0,12000.0
578.7757674000005,5000.0,8000.0,12000.0
598.6475604000004,5000.0,8000.0,12000.0
589.9536846000005,5000.0,8000.0,12000.0
587.8836846000004,5000.0,8000.0,12000.0
594.0936432000005,5000.0,8000.0,12000.0
601.5455604000005,5000.0,8000.0,12000.0
597.4055190000005,5000.0,8000.0,12000.0
603.6155190000004,5000.0,8000.0,12000.0
587.0556846000005,5000.0,8000.0,12000.0
595.3356018000005,5000.0,8000.0,12000.0
594.9216432000005,5000.0,8000.0,12000.0
594.5076846000005,5000.0,8000.0,12000.0
599.0616432000005,5000.0,8000.0,12000.0
597.4056018000006,5000.0,8000.0,12000.0
595.7496432000005,5000.0,8000.0,12000.0
585.3998088000005,5000.0,8000.0,12000.0
591.6076974000003,5000.0,8000.0,12000.0
585.3977388000003,5000.0,8000.0,12000.0
596.5756560000002,5000.0,8000.0,12000.0
585.3977388000003,5000.0,8000.0,12000.0
596.5756560000002,5000.0,8000.0,12000.0
596.5756560000002,5000.0,8000.0,12000.0
596.5756560000002,5000.0,8000.0,12000.0
596.5756560000002,5000.0,8000.0,12000.0
596.5756560000002,5000.0,8000.0,12000.0
596.5756560000002,5000.0,8000.0,12000.0
596.5756560000002,5000.0,8000.0,12000.0
590.3656974000003,5000.0,8000.0,12000.0
596.5756560000002,5000.0,8000.0,12000.0
590.3656974000003,5000.0,8000.0,12000.0
593.2636974000003,5000.0,8000.0,12000.0
