minute,load_kw
705,707.2792974000001
706,709.2664808400002
707,712.1644560000002
708,714.4828394400001
709,715.6420311600002
710,716.2216228800002
711,714.8140311600002
712,712.4956477200002
713,708.6040808400003
714,702.3113056800003
715,696.4325305200002
716,690.5537553600001
717,684.6749802000002
718,679.7069884800002
719,680.1209802000001
720,678.7133884800003
721,680.5349719200002
722,679.7069719200002
723,679.2929719200001
724,678.0509802000001
725,679.3757636400002
726,676.3121802000002
727,677.1401719200001
728,674.9873884800002
729,673.4141967600002
730,672.9174050400002
731,672.8346133200001
732,669.4398464400002
733,669.6882547200003
734,668.9430712800001
735,666.7902961200002
736,666.6247044000003
737,668.2806961200002
738,668.9430961200002
739,667.6183126800003
740,668.0323126800002
741,667.2871209600003
742,667.7011458000002
743,669.4399540800002
744,673.4143458000002
745,673.9939623600002
746,676.9747623600002
747,668.2807789200002
748,660.0835954800002
749,651.6380120400001
750,645.1796120400002
751,638.0588120400001
752,639.3007954800003
753,638.7211872000001
754,635.1607789200001
755,629.4475954800002
756,624.7280037600001
757,619.9256120400003
758,618.6836037600002
759,621.0019872000003
760,622.9063706400002
761,625.2247540800001
762,629.3647292400001
763,630.5239209600002
764,630.1099292400002
765,630.4411292400001
766,631.0207292400002
767,628.6195540800002
768,627.4603706400002
769,624.8107954800001
770,625.3075954800003
771,623.5688120400002
772,623.6516120400003
773,620.8364286000002
774,620.9192286000002
775,620.3396368800002
776,618.5180534400001
777,619.0976451600002
778,622.4924203200002
779,624.2312037600002
780,634.2499706400001
781,644.2687375200003
782,652.1347292400002
783,658.5931292400003
784,666.5419209600002
785,665.9623292400001
786,667.2043209600001
787,668.7775044000002
788,670.59908784
789,672.1722712800002
790,671.6754712800001
791,672.8346630000002
792,672.7518630000002
793,675.0702464400002
794,677.3886298800002
795,679.6242133200001
796,679.0446216000003
797,682.0254050400001
798,683.7641967600001
799,684.9233967600001
800,685.6686050400001
801,687.9869967600001
802,683.2674216000001
803,672.0894712800002
804,660.2491209600001
805,654.1219458000002
806,645.2623954800002
807,641.1224286000003
808,643.5236368800003
809,647.1668368800003
810,645.0968534400002
811,645.7592451600002
812,646.4216368800002
813,644.6000451600001
814,641.7848617200001
815,645.7592534400002
